id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F12366	452.3724	650.32	647.48	654.09	7875	3473619	1.0	0.86	323	1	3543567
F12367	621.2299	557.1	554.19	560.64	9135	4750405	1.0	0.99	186	1	4756353
F12370	453.082	63.47	59.7	67.25	7877	12467264	1.0	0.91	634	1	12527640
F12371	538.1279	480.21	478.33	481.78	8658	1382981	1.0	0.89	212	1	1455734
F12372	621.3013	796.85	793.08	800.63	9136	4611746	1.0	0.94	257	1	4665420
F12373	622.2328	557.74	554.51	559.67	9137	1437539	1.0	0.9	158	1	1454545
F12374	538.2495	702.74	699.28	705.57	8660	2814843	1.0	0.96	221	1	2872480
F12375	538.2495	712.51	709.67	715.65	8660	1968913	1.0	0.98	169	1	1920805
F12376	480.1782	455.52	453.26	458.12	8148	1631923	0.9	0.98	177	1	1644684
F12377	538.2793	655.04	651.57	656.93	8661	2092297	1.0	0.89	241	1	2120035
F12378	480.1853	368.02	364.33	372.05	8149	4120843	1.0	1.0	65	1	4148716
F12381	480.2001	555.15	553.55	558.38	8150	2876546	1.0	0.84	267	1	2895452
F12382	480.2001	560.31	558.38	564.2	8150	2726359	1.0	0.99	252	1	2742404
F12383	538.3493	593.91	590.39	597.76	8662	8892949	1.0	0.96	27	1	8921971
F12384	538.3493	615.85	612.03	619.03	8662	5459603	1.0	0.92	19	1	5526793
F12387	622.4061	752.76	748.98	756.54	9139	14923977	0.96	0.97	37	1	15097160
F12389	538.3746	695.81	693.3	697.39	8664	1408771	1.0	0.91	163	1	1467580
F12390	480.2117	328.0	325.33	329.68	8151	3671353	1.0	0.98	500	1	3681885
F12391	480.2117	331.35	329.68	335.38	8151	3656281	1.0	0.99	437	1	3620764
F12392	480.2117	601.58	599.35	604.11	8151	893432	0.83	0.98	112	1	917707
F12393	480.2117	778.91	775.13	781.11	8151	2442633	0.96	0.71	117	1	2479763
F12394	538.3856	784.89	781.11	786.46	8665	13293671	0.76	0.97	27	1	9050819
F12395	538.3856	787.41	788.67	791.19	8665	7961553	0.78	0.99	24	1	3467916
F12397	623.2582	459.77	456.49	463.75	9140	21516453	1.0	0.98	101	1	21539453
F12398	623.2582	582.69	579.81	585.57	9140	6480591	0.86	0.96	204	1	6499591
F12399	623.2582	588.47	585.57	591.99	9140	8066698	0.85	0.98	218	1	8087698
F12400	480.2768	653.78	650.0	657.55	8153	7251652	1.0	0.99	82	1	7276661
F12401	623.3406	653.78	650.63	657.55	9141	11034796	1.0	0.98	937	1	11057804
F12404	480.2876	593.59	591.99	597.12	8154	1038243	1.0	0.97	135	1	1066636
F12405	480.2876	605.05	602.85	608.53	8154	1705778	1.0	0.97	223	1	1724787
F12406	623.4096	753.39	749.61	757.17	9142	5183112	1.0	0.95	199	1	5222506
F12407	480.2978	656.93	655.04	660.67	8155	21518160	1.0	0.96	2307	1	21537160
F12408	623.4171	608.85	607.58	611.07	9143	602702	1.0	0.97	104	1	627185
F12409	623.4171	615.85	613.95	618.71	9143	805831	1.0	0.97	107	1	809322
F12410	539.1204	481.47	479.9	483.06	8669	1372556	1.0	0.98	268	1	1383560
F12411	623.4538	704.63	701.8	707.78	9144	2325236	1.0	0.89	252	1	2345246
F12416	480.3076	685.76	681.99	689.21	8156	152938661	1.0	0.98	281	1	152962661
F12417	539.2513	573.51	570.0	576.34	8671	2170085	1.0	0.94	166	1	2198720
F12418	624.2615	441.59	437.76	445.37	9145	3598241	1.0	0.95	190	1	3633839
F12419	624.2615	460.1	456.49	464.09	9145	7551314	1.0	0.99	390	1	7569958
F12420	624.2615	582.37	579.81	585.57	9145	2235474	1.0	0.98	279	1	2247596
F12421	624.2615	588.47	585.57	591.67	9145	2731315	1.0	1.0	309	1	2754405
F12422	539.2816	486.03	483.06	490.0	8672	1118454	1.0	0.99	93	1	1147062
F12423	539.2816	540.94	537.36	544.83	8672	3297473	1.0	0.92	62	1	3341002
F12424	480.3439	696.76	692.98	700.54	8157	295812447	1.0	0.97	337	1	295837447
F12425	624.3849	735.14	731.69	737.97	9146	1202388	1.0	0.96	106	1	1206640
F12426	481.1195	298.35	295.77	301.93	8158	12557900	1.0	0.96	1574	1	12577900
F12427	625.22	506.4	503.8	509.97	9147	1310356	1.0	0.91	124	1	1323377
F12430	481.1598	62.53	58.75	66.3	8159	3384028	1.0	0.85	213	1	3415026
F12431	625.2507	472.06	469.39	473.71	9148	1881386	1.0	0.99	283	1	1935446
F12432	539.3113	659.11	656.3	662.86	8674	80083228	1.0	0.93	8436	1	80105228
F12433	481.1885	368.36	365.67	370.71	8160	935297	1.0	0.99	115	1	953159
F12434	625.264	460.1	458.78	462.75	9149	1197475	1.0	0.99	179	1	1210479
F12435	539.3522	594.55	591.35	598.39	8675	2417541	1.0	0.98	126	1	2450898
F12437	481.2154	328.0	326.0	329.68	8161	876669	1.0	0.97	129	1	876441
F12438	481.2154	331.35	329.68	334.04	8161	892484	1.0	0.98	118	1	873236
F12439	539.3821	732.95	729.16	736.71	8676	4747016	1.0	0.94	177	1	4740869
F12440	481.2794	654.73	651.57	656.93	8162	1923488	1.0	0.99	119	1	1950932
F12441	539.3891	786.15	782.37	789.93	8677	3963989	1.0	0.93	73	1	4090954
F12442	625.274	409.74	407.11	413.77	9150	10689084	0.76	0.98	70	1	10710084
F12443	625.274	433.42	429.77	437.09	9150	5316394	0.77	0.97	45	1	5339394
F12444	625.274	443.15	439.39	446.99	9150	38442575	0.75	0.95	162	1	38467575
F12445	625.274	473.38	469.72	477.36	9150	15603839	0.76	0.97	3	1	15627839
F12446	625.274	508.99	505.1	512.91	9150	588497039	1.0	0.98	2386	1	588522039
F12447	625.274	571.91	568.73	575.71	9150	21040524	0.75	0.98	1585	1	21063524
F12448	481.3008	657.55	655.99	659.74	8163	1915345	1.0	0.92	252	1	1988144
F12449	625.3151	509.32	505.43	513.24	9151	3324832	1.0	0.98	240	1	3357064
F12451	481.3109	685.45	681.67	689.21	8164	38385838	1.0	0.97	442	1	38410838
F12456	482.1095	290.53	289.26	293.44	8165	633586	1.0	0.92	100	1	647591
F12457	625.4017	604.11	602.54	607.9	9154	2224556	1.0	0.73	197	1	2216097
F12458	539.8131	659.11	656.61	662.86	8679	44018645	1.0	0.89	5311	1	44039645
F12459	482.1223	298.35	295.77	301.93	8166	2101848	1.0	0.99	233	1	2123925
F12460	482.1577	457.46	453.91	461.43	8167	2282918	0.95	0.75	151	1	2331489
F12461	539.8883	732.95	729.16	736.71	8680	4342004	1.0	0.87	168	1	4400841
F12462	539.8883	792.13	788.35	794.96	8680	4325798	1.0	0.9	272	1	4359492
F12463	539.8883	796.85	794.96	800.63	8680	3450688	1.0	0.89	226	1	3514721
F12464	539.8883	803.15	801.58	805.67	8680	877955	0.88	0.95	113	1	858711
F12465	482.1908	482.74	481.15	486.69	8168	1234646	1.0	0.93	111	1	1261175
F12466	482.2504	605.68	603.17	607.9	8169	2962688	1.0	0.97	383	1	2998527
F12467	626.2773	409.74	406.78	413.43	9155	3676616	0.77	0.97	104	1	3697616
F12468	626.2773	433.76	431.43	437.09	9155	1885177	0.76	0.96	67	1	1903177
F12469	626.2773	443.15	439.39	446.99	9155	13901196	0.75	0.86	317	1	13926196
F12470	626.2773	473.05	470.71	477.03	9155	5658411	0.77	0.96	3	1	5678411
F12471	626.2773	508.99	505.1	512.91	9155	212961018	1.0	0.97	4437	1	212986018
F12472	626.2773	571.91	569.05	575.09	9155	7413437	0.76	0.97	906	1	7433437
F12478	482.2869	651.26	649.37	655.04	8170	2730854	1.0	0.94	257	1	2748885
F12479	540.2328	481.47	480.84	485.02	8681	2565282	1.0	0.85	402	1	2579282
F12480	540.2328	555.81	553.55	559.35	8681	13929533	1.0	0.89	247	1	13948533
F12481	540.2328	560.31	559.35	564.2	8681	5000330	1.0	0.95	91	1	5016330
F12484	540.2432	498.87	496.24	501.83	8682	1115249	1.0	0.99	130	1	1138312
F12485	482.2926	651.26	650.0	652.52	8171	815078	0.85	0.96	164	1	824082
F12486	482.2926	702.74	698.96	706.2	8171	4900302	1.0	0.98	139	1	4958090
F12487	482.2926	712.51	708.72	716.28	8171	8018504	1.0	0.98	202	1	8030468
F12488	540.3023	639.29	636.77	641.18	8683	4191239	1.0	0.78	425	1	4206245
F12490	627.2802	508.02	504.12	511.94	9157	46110493	1.0	0.97	2683	1	46135493
F12491	482.3128	685.45	681.99	689.21	8172	4445076	1.0	0.95	358	1	4498540
F12492	627.3542	608.85	605.37	611.39	9158	1874918	0.89	0.93	135	1	1919475
F12493	627.3542	613.95	611.39	617.12	9158	1552800	0.82	0.91	103	1	1583490
F12494	540.3156	631.08	628.24	634.56	8684	95559854	1.0	0.96	578	1	95580854
F12495	540.3156	658.8	655.67	662.55	8684	15140948	0.93	0.9	42	1	15163948
F12497	628.2827	508.99	505.1	512.91	9159	7555191	1.0	0.99	438	1	7646562
F12498	482.3231	642.13	638.66	645.28	8173	46526596	0.79	0.87	124	1	46548596
F12499	482.3231	651.57	647.8	655.36	8173	437572817	1.0	0.97	2363	1	437597817
F12501	482.3231	733.89	730.11	737.65	8173	152389765	0.97	0.98	227	1	152414765
F12502	540.3647	611.39	608.85	615.22	8685	5485854	0.91	0.95	321	1	5506854
F12503	540.3647	620.3	616.49	624.11	8685	43121568	1.0	0.97	2208	1	43146568
F12504	540.3647	636.77	634.56	640.55	8685	7192180	0.93	0.87	72	1	7212180
F12505	540.3647	682.3	679.79	686.07	8685	13922089	1.0	0.95	671	1	13943089
F12506	629.2205	574.77	570.95	578.54	9160	1905502	1.0	0.92	52	1	1944231
F12507	482.3496	696.76	693.3	698.96	8174	8644116	1.0	0.98	831	1	8793716
F12508	482.3594	706.2	702.43	709.98	8175	227394042	1.0	0.97	216	1	227419042
F12511	629.2588	557.42	553.87	561.28	9161	3247672	1.0	0.97	30	1	3287414
F12512	483.1345	517.81	515.86	521.39	8176	1315434	1.0	0.77	122	1	1371148
F12524	629.3876	606.95	604.74	609.8	9162	1961882	1.0	0.96	45	1	1978889
F12526	483.2706	599.35	596.48	603.17	8177	1882296	1.0	0.93	159	1	1904302
F12527	483.2706	609.48	606.95	612.99	8177	1847519	1.0	0.99	207	1	1863818
F12528	483.2706	618.71	614.9	621.57	8177	2300702	1.0	0.86	205	1	2324792
F12529	483.2706	646.22	643.7	648.43	8177	952198	0.94	0.99	27	1	975911
F12530	540.8201	657.55	656.3	658.8	8688	867743	1.0	0.91	175	1	876748
F12531	540.8201	676.66	674.78	680.42	8688	3279871	1.0	0.86	169	1	3325159
F12532	630.9299	658.49	655.99	660.05	9164	1927364	1.0	0.97	285	1	1919134
F12533	630.9299	661.3	660.05	663.49	9164	1354088	1.0	0.89	210	1	1331869
F12535	540.8954	792.76	788.98	794.65	8689	2693896	1.0	0.8	204	1	2762977
F12537	631.2381	564.85	560.96	568.73	9165	3272104	1.0	0.89	11	1	3307130
F12538	541.1306	384.05	382.06	385.35	8690	1054879	1.0	1.0	168	1	1065883
F12539	631.2598	440.97	439.39	444.73	9166	28104147	1.0	0.94	2358	1	28122147
F12540	483.3265	642.76	638.98	646.22	8179	13963553	0.82	0.81	905	1	13987553
F12541	483.3265	651.57	648.11	655.36	8179	108985274	1.0	0.96	10679	1	109009274
F12542	483.3265	733.89	730.11	737.65	8179	38458586	0.95	0.98	168	1	38483586
F12544	541.2365	556.14	552.92	559.03	8691	3962430	1.0	0.99	308	1	3930938
F12545	541.2365	560.64	559.03	564.52	8691	1427738	1.0	0.98	114	1	1437445
F12546	483.3632	706.2	702.43	709.98	8181	57322460	1.0	0.93	212	1	57347460
F12547	541.2973	520.39	516.83	523.34	8693	1247196	1.0	0.97	135	1	1268205
F12548	541.3183	631.4	628.55	635.19	8694	29226007	1.0	0.95	2176	1	29248007
F12549	484.1265	346.31	345.02	348.59	8183	1066020	1.0	0.97	183	1	1076415
F12553	631.2746	557.42	553.87	561.28	9167	10621514	0.86	0.99	55	1	10645514
F12554	631.2746	601.58	598.71	605.37	9167	11445076	0.9	0.93	62	1	11467076
F12557	631.2746	778.28	774.81	781.74	9167	20902808	0.93	0.8	20	1	20925808
F12559	541.3274	688.27	685.76	691.09	8695	17369512	1.0	0.89	1992	1	17387512
F12560	484.2531	559.35	556.46	563.23	8184	2461660	1.0	0.97	188	1	2500660
F12561	484.2531	614.58	612.03	618.39	8184	4019930	1.0	0.94	168	1	4043248
F12573	541.368	610.75	609.48	613.31	8696	1092369	0.82	0.82	168	1	1105369
F12574	541.368	620.3	617.76	624.11	8696	11624609	1.0	0.92	1147	1	11645609
F12575	541.368	637.4	635.51	638.98	8696	1295843	0.86	0.82	51	1	1307843
F12577	631.4272	657.87	654.41	660.36	9168	1316485	1.0	0.89	29	1	1319832
F12578	631.4272	661.3	660.36	664.12	9168	773737	1.0	0.82	26	1	747250
F12579	484.2811	658.49	655.36	661.61	8185	4617135	1.0	0.97	402	1	4667464
F12580	631.9361	687.64	683.88	689.21	9169	1644892	0.83	0.92	186	1	1666808
F12581	541.3854	746.77	742.99	750.55	8697	2337988	0.9	0.82	6	1	2341985
F12582	484.2892	552.29	548.42	556.14	8186	7016718	1.0	1.0	285	1	7064706
F12583	484.2892	562.26	559.99	566.14	8186	1709477	1.0	0.97	70	1	1747726
F12584	541.8286	687.95	684.5	691.72	8698	9918997	1.0	0.99	879	1	9958766
F12589	484.3023	518.13	515.2	522.03	8187	6217709	1.0	0.98	287	1	6268603
F12590	542.2127	556.14	553.55	559.03	8699	1106535	1.0	0.9	55	1	1115448
F12593	484.3621	591.35	588.15	594.23	8189	1054232	1.0	0.96	109	1	1074006
F12594	632.2776	557.1	554.19	560.96	9172	3958294	0.85	0.98	61	1	4001088
F12595	632.2776	601.58	598.71	604.74	9172	3907701	0.89	0.98	185	1	3956466
F12596	632.2776	776.7	772.93	780.48	9172	8324185	0.89	0.93	26	1	8401643
F12597	542.2874	658.8	657.55	660.99	8701	3892213	1.0	0.97	668	1	4012238
F12598	484.3656	705.57	702.11	709.35	8190	7900674	1.0	0.81	519	1	7915849
F12599	485.1863	601.26	597.76	605.05	8192	3519166	1.0	1.0	309	1	3580779
F12600	542.3224	631.4	627.61	635.19	8702	43009529	0.75	0.95	20	1	43034529
F12601	542.3224	639.29	635.51	643.07	8702	358913482	1.0	0.96	173	1	358938482
F12602	542.3224	650.0	647.17	653.78	8702	59116415	0.81	0.94	62	1	59138415
F12603	542.3224	659.74	655.99	663.18	8702	383402705	1.0	0.9	315	1	383426705
F12606	542.3705	620.3	617.44	623.48	8703	2084000	1.0	0.99	217	1	2122551
F12607	485.2892	575.4	571.91	578.86	8194	3024620	1.0	0.98	34	1	3033562
F12608	543.0375	33.05	32.11	33.99	8704	4665603	1.0	0.94	1385	1	4672603
F12620	543.2788	494.91	491.31	498.54	8705	2033277	1.0	0.99	206	1	2056285
F12624	633.2538	558.71	554.83	562.58	9174	403331184	1.0	0.96	156	1	403356184
F12628	633.2648	441.9	439.71	444.41	9175	1668630	1.0	0.95	181	1	1684636
F12629	485.3055	518.13	515.53	521.39	8196	1163923	1.0	0.99	129	1	1189048
F12631	543.326	639.29	635.51	643.07	8706	105676137	1.0	0.96	201	1	105701137
F12632	543.326	650.0	647.48	653.78	8706	16288849	0.73	0.91	92	1	16309849
F12633	543.326	658.18	654.41	661.61	8706	95841547	1.0	0.95	480	1	95865547
F12634	485.3136	826.7	822.95	830.48	8197	4879238	1.0	0.92	335	1	4955551
F12635	633.2778	558.71	554.83	560.31	9176	2911547	1.0	0.79	254	1	2929555
F12636	633.2778	601.9	599.35	603.8	9176	792781	0.79	0.99	100	1	796048
F12638	633.3083	558.38	555.15	560.96	9177	1872883	1.0	0.97	166	1	1913733
F12639	485.3229	650.32	648.11	652.2	8198	1753975	1.0	0.98	98	1	1767982
F12640	485.3229	683.88	681.04	685.76	8198	673676	0.94	0.95	24	1	669486
F12655	544.1994	294.1	292.14	296.11	8711	1164386	1.0	0.96	156	1	1188547
F12661	768.5498	763.79	761.9	766.31	9558	4744701	0.72	0.83	3	1	4782358
F12677	634.2571	558.71	554.83	562.26	9181	145581022	1.0	0.96	171	1	145605022
F12678	544.3383	651.26	647.48	654.73	8714	208399287	0.8	0.98	18	1	320984163
F12679	544.3383	659.74	655.99	663.49	8714	1320633118	1.0	0.99	110	1	2050466683
F12680	544.3383	687.95	684.19	691.72	8714	150824905	0.76	0.99	5	1	235385799
F12681	486.1721	443.78	441.59	445.69	8201	1038713	0.93	0.99	137	1	1052719
F12682	486.1721	456.49	452.61	460.43	8201	7156582	1.0	0.92	638	1	7207996
F12683	544.3457	737.65	734.2	741.42	8715	5333892	1.0	0.86	339	1	5367140
F12684	486.2318	483.06	480.53	487.02	8202	3357209	1.0	0.97	360	1	3381294
F12685	545.1437	69.19	65.36	72.83	8716	10729033	1.0	0.94	718	1	10859547
F12691	545.1983	498.87	496.24	502.81	8717	2054101	1.0	0.98	222	1	2082376
F12692	635.2598	558.06	554.19	561.93	9184	30604936	1.0	0.96	235	1	30629936
F12693	545.2708	631.4	628.24	635.19	8718	46526862	1.0	0.94	2554	1	46549862
F12694	635.2946	458.78	456.49	462.75	9185	9324747	1.0	0.97	1202	1	9344747
F12695	486.3776	614.26	611.71	617.44	8206	1258814	1.0	0.96	142	1	1292560
F12696	635.3751	632.34	630.76	635.51	9186	1068404	0.9	0.95	40	1	1084552
F12697	487.1751	456.81	453.26	460.1	8207	1353196	1.0	0.89	123	1	1397235
F12698	545.3416	651.57	648.43	654.73	8719	93712333	0.8	0.96	22	1	93733333
F12699	545.3416	659.74	655.99	663.49	8719	630830140	1.0	0.97	128	1	630855140
F12700	545.3416	688.89	685.13	692.35	8719	65968623	0.78	0.89	6	1	65992623
F12701	636.2625	558.38	554.51	562.26	9187	4737600	1.0	0.96	327	1	4756068
F12702	636.298	458.78	456.49	462.75	9188	3338410	1.0	0.99	368	1	3358224
F12703	636.3852	694.56	690.78	698.33	9189	5380006	1.0	0.96	358	1	5474068
F12704	487.3383	702.43	698.65	704.63	8208	1974584	0.73	0.96	19	1	2066680
F12705	487.3383	709.98	707.46	713.77	8208	2579500	0.73	0.87	18	1	2617215
F12708	546.1474	68.21	65.04	72.16	8723	2260906	1.0	0.97	168	1	2288403
F12714	768.5872	754.65	751.81	758.43	9560	8829321	0.75	0.8	3	1	8882286
F12715	768.5872	762.53	758.75	765.05	9560	10138983	0.76	0.79	4	1	10178767
F12716	768.5872	767.88	765.05	769.78	9560	7986841	0.76	0.88	4	1	7946399
F12717	768.5872	774.18	771.98	775.76	9560	6476879	0.76	0.76	5	1	6446874
F12718	768.5872	778.28	775.76	780.8	9560	8614308	0.76	0.88	5	1	8635466
F12720	768.5872	796.85	794.65	798.43	9560	7945709	0.77	0.86	6	1	7932443
F12721	768.5872	800.0	798.43	803.78	9560	11887345	0.79	0.74	6	1	11928334
F12722	768.5872	805.67	804.09	807.24	9560	7095802	0.79	0.86	6	1	7106022
F12724	768.5872	817.0	816.37	820.76	9560	9555799	0.79	0.83	6	1	9569153
F12725	488.1903	496.57	493.93	500.51	8209	3741041	1.0	0.99	372	1	3773210
F12726	546.2534	470.38	467.09	473.71	8724	2279836	1.0	0.97	311	1	2299012
F12728	769.0676	825.45	822.95	827.02	9561	3602414	0.83	0.82	375	1	3628542
F12729	488.2663	609.16	606.63	612.99	8210	12883732	1.0	0.97	1292	1	12904732
F12730	488.2663	616.49	613.63	619.98	8210	10512667	1.0	0.95	1220	1	10533667
F12731	546.274	631.08	629.18	634.56	8725	13300598	1.0	0.92	1479	1	13318598
F12732	546.274	636.14	635.51	637.09	8725	507315	0.88	0.92	156	1	513315
F12735	636.4222	725.07	721.3	728.85	9190	8654151	0.76	0.82	131	1	8733746
F12736	546.3442	650.95	649.37	653.15	8726	12224584	0.86	0.85	221	1	12237584
F12737	546.3442	659.74	656.61	663.18	8726	105734985	1.0	0.97	912	1	105756985
F12738	488.2971	525.3	523.34	528.88	8211	1697085	0.8	0.9	13	1	1715085
F12739	488.2971	551.34	549.73	552.29	8211	707473	0.77	0.74	7	1	716473
F12740	488.2971	574.77	571.91	578.54	8211	41494795	1.0	0.93	3199	1	41516795
F12741	488.2971	585.9	583.01	589.75	8211	2920526	0.82	0.93	296	1	2942526
F12742	489.1438	593.59	590.07	597.44	8213	3695359	1.0	0.95	225	1	3687735
F12743	489.1818	592.63	588.79	596.48	8214	4162784	0.86	0.93	254	1	4196282
F12748	489.1938	496.9	494.59	500.18	8215	873513	1.0	0.98	102	1	891519
F12749	769.5658	824.2	820.44	825.77	9563	4707430	1.0	0.88	388	1	4689846
F12751	546.3534	677.59	673.85	681.36	8727	543502299	1.0	0.97	238	1	543527299
F12752	546.3534	736.71	732.95	737.97	8727	171865621	0.71	0.98	43	1	171882621
F12753	489.2083	559.35	557.1	563.23	8216	1669375	1.0	0.97	192	1	1699013
F12754	489.2083	615.22	612.03	619.03	8216	3901226	1.0	0.92	334	1	3928070
F12755	546.398	678.22	676.03	679.79	8728	1745515	1.0	0.96	239	1	1758520
F12756	489.2452	456.17	452.94	459.77	8217	4167814	0.97	0.97	98	1	4189814
F12757	489.2452	552.6	548.75	556.46	8217	9942381	1.0	0.98	55	1	9967381
F12758	489.2452	562.58	559.35	566.46	8217	8951046	1.0	0.96	51	1	8974046
F12762	637.2379	530.18	528.23	533.11	9193	1007145	1.0	0.91	115	1	1023153
F12763	489.272	609.48	606.63	613.31	8218	3965471	1.0	0.97	360	1	4004613
F12764	489.272	616.49	613.95	620.3	8218	2853291	0.98	0.99	290	1	2897927
F12765	489.272	719.1	715.34	722.87	8218	6598937	1.0	0.95	181	1	6618419
F12766	637.2738	444.1	441.9	447.97	9194	1773474	1.0	0.89	165	1	1783310
F12777	489.3005	575.09	572.55	578.86	8219	10511768	1.0	0.9	1207	1	10532768
F12779	547.1585	606.95	604.11	610.12	8732	1109571	1.0	0.95	114	1	1139903
F12780	637.3039	735.46	731.69	739.22	9195	2274128	1.0	0.74	174	1	2291527
F12781	770.0719	819.19	815.43	820.76	9565	1486685	0.97	0.72	153	1	1531460
F12782	770.0719	823.26	820.76	826.7	9565	4003534	1.0	0.87	366	1	4023312
F12783	637.3543	603.17	600.62	606.95	9196	6481018	1.0	0.85	665	1	6514240
F12784	547.2561	470.05	468.08	472.72	8734	775304	1.0	0.99	100	1	790311
F12785	637.39	695.81	692.04	698.65	9197	1678373	1.0	0.83	165	1	1707235
F12786	547.2758	631.4	629.5	632.66	8735	1470933	1.0	0.95	225	1	1481936
F12787	547.3461	659.74	657.24	662.24	8736	13516208	1.0	0.75	1286	1	13533208
F12789	637.4254	728.54	725.7	732.32	9198	1684246	1.0	0.96	120	1	1702239
F12795	489.3542	734.52	731.06	737.03	8220	2606292	0.72	0.9	8	1	2645812
F12799	547.357	677.91	674.16	681.67	8737	165648809	1.0	0.96	279	1	165673809
F12800	547.357	736.71	732.95	737.97	8737	48912334	0.74	0.97	55	1	48929334
F12813	490.2061	496.9	492.95	500.84	8224	52876532	1.0	0.98	490	1	52901532
F12814	490.2061	503.47	501.5	506.72	8224	4698491	1.0	0.91	45	1	4715491
F12815	490.2061	513.89	511.61	517.16	8224	3889837	1.0	0.97	26	1	3907837
F12816	638.4011	741.42	738.91	745.2	9201	4777137	1.0	0.89	130	1	4671894
F12817	490.2479	552.29	548.75	555.81	8225	2422627	1.0	0.99	69	1	2471573
F12818	490.2479	562.58	559.35	566.46	8225	2376676	1.0	0.97	75	1	2409117
F12819	548.2729	652.2	648.43	654.41	8742	1758981	1.0	0.96	53	1	1774631
F12820	548.2729	659.11	655.67	662.86	8742	7691466	1.0	0.99	187	1	7636800
F12836	490.2504	456.17	453.91	458.45	8226	992609	1.0	0.99	133	1	1011363
F12838	490.2893	619.98	617.12	622.84	8227	3334579	0.73	0.84	349	1	3353579
F12839	490.2893	629.18	625.39	632.98	8227	43437869	1.0	0.96	4510	1	43462869
F12840	548.3336	710.61	707.46	714.4	8745	2727937	1.0	0.88	223	1	2724483
F12841	490.351	607.9	605.37	611.71	8228	3559038	1.0	0.99	413	1	3584229
F12842	491.0571	33.99	32.43	36.2	8229	613421	1.0	0.9	102	1	678395
F12844	548.3593	677.28	675.41	681.04	8746	27318310	1.0	0.83	2439	1	27337310
F12846	491.1873	482.74	480.21	486.69	8232	2460373	1.0	0.96	250	1	2476363
F12859	639.1008	44.48	42.91	47.96	9203	1825941	1.0	0.88	189	1	1892845
F12860	548.3698	694.87	691.72	698.65	8747	4740256	0.72	0.79	20	1	4763256
F12861	548.3698	709.35	705.57	713.14	8747	62152268	1.0	0.94	3964	1	62177268
F12863	548.3698	722.24	721.3	724.13	8747	1555910	0.71	0.82	219	1	1565910
F12864	639.2305	470.05	467.09	473.71	9204	2481595	1.0	1.0	90	1	2505587
F12865	491.2096	496.57	493.6	500.51	8234	13376067	1.0	0.96	1487	1	13398067
F12866	491.2096	504.45	501.83	507.7	8234	1215414	0.97	0.88	116	1	1234414
F12867	491.2096	513.57	511.61	516.51	8234	963945	1.0	0.87	95	1	979945
F12869	639.2534	486.69	483.06	490.65	9205	3306174	1.0	0.86	61	1	3341238
F12872	491.2663	639.61	637.09	643.07	8235	3674077	0.71	0.97	327	1	3686974
F12878	549.2295	419.08	415.44	422.75	8750	1626131	1.0	1.0	184	1	1654162
F12879	491.2927	629.5	627.61	632.66	8236	9561320	1.0	0.92	1099	1	9578320
F12880	491.2927	633.29	632.66	634.24	8236	587346	0.83	0.75	209	1	593346
F12883	639.2895	441.28	438.42	445.05	9206	45245315	1.0	0.94	1048	1	45267315
F12884	639.2895	474.38	470.38	477.69	9206	3715428	0.92	0.96	21	1	3738428
F12885	639.2895	567.11	564.85	568.73	9206	824407	0.8	0.85	24	1	837407
F12886	639.2895	589.11	585.25	592.95	9206	25741792	1.0	0.97	2481	1	25766792
F12887	639.2895	619.98	618.39	621.57	9206	971781	0.86	0.73	80	1	982781
F12888	639.4038	741.11	738.6	744.25	9207	1627660	1.0	0.95	154	1	1712839
F12889	549.2657	464.42	461.76	468.08	8752	2196817	1.0	0.97	85	1	2216817
F12890	549.2657	472.06	468.08	476.04	8752	10630222	1.0	0.98	414	1	10655222
F12891	549.2657	520.39	517.81	523.34	8752	1437975	1.0	0.95	26	1	1455975
F12892	549.2657	534.09	532.13	536.05	8752	800139	0.91	0.83	26	1	813139
F12893	549.3633	678.22	675.72	681.99	8753	3205314	1.0	0.99	302	1	3227029
F12894	549.3734	709.35	705.57	713.14	8754	19362253	1.0	0.92	185	1	19387253
F12895	640.2922	442.22	438.75	446.02	9210	18047148	1.0	0.95	1591	1	18071148
F12896	640.2922	474.38	472.06	477.36	9210	1260846	0.96	0.94	51	1	1277846
F12897	640.2922	589.11	586.22	591.99	9210	9188119	1.0	0.99	637	1	9207119
F12911	492.0924	98.59	94.75	102.05	8238	2669315	1.0	0.94	168	1	2752636
F12912	492.0924	103.31	102.05	107.15	8238	1287246	1.0	0.91	122	1	1353509
F12913	641.2455	456.17	453.26	459.44	9212	1971938	1.0	0.99	224	1	1993674
F12914	641.2455	503.14	500.84	505.1	9212	873515	0.95	0.98	115	1	887522
F12915	549.7965	658.49	656.61	660.67	8756	2571822	1.0	0.9	300	1	2585826
F12916	492.187	384.05	380.07	386.32	8239	1070234	0.73	0.91	109	1	1092565
F12917	549.8825	661.61	660.05	664.12	8758	1517781	1.0	0.93	230	1	1553440
F12920	549.911	823.57	820.76	827.33	8759	7106902	0.83	0.87	421	1	7140673
F12941	492.2117	778.28	774.5	782.06	8240	16126153	0.83	0.94	37	1	16138838
F12944	641.2945	441.9	438.42	445.69	9214	3380153	1.0	0.99	284	1	3406723
F12945	641.2945	589.11	586.54	591.99	9214	1905571	1.0	0.99	239	1	1923579
