id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F1548	222.0618	37.99	kp381_221.0546		M0,M+H+	36.55	39.57	1991	4822062	1.0	0.98	412	1	4830536
F1554	188.0926	313.72	1359	C8H10O4	singleton	312.14	315.3	1496	5627378	0.83	0.91	7	1	5662228
F1555	222.9648	3.0	_singleton_1360	C7H7ClO2S2	singleton	2.47	4.57	1999	1238639	1.0	0.72	118	1	1263049
F1558	202.1803	85.07	1364	C11H24NO2	singleton	81.78	88.87	1722	4105892	1.0	0.96	130	1	4174063
F1563	188.2124	2.47	1367	C10H25N3	singleton	1.95	3.65	1500	1331632	1.0	0.81	105	1	1344947
F1566	188.9787	2.86	1370	C6H8BrNO	singleton	2.21	4.44	1501	969294	1.0	0.88	104	1	987301
F1567	223.0638	26.04	kp383_222.0564		M0,M+H+	24.47	27.62	2004	20615121	1.0	0.98	1828	1	20640121
F1568	223.0756	27.49	1371	C12H14ClNO	singleton	26.44	28.14	2005	1118270	1.0	0.98	156	1	1132278
F1569	223.0827	305.71	1372	C9H8N4O2	singleton	304.14	307.29	2006	2277841	1.0	0.91	37	1	2318975
F1570	223.1694	26.7	1373	C14H20O	singleton	26.17	28.28	2011	1426330	1.0	0.84	149	1	1443336
F1571	189.1235	310.57	1374	C8H16N2O3	singleton	308.99	312.14	1507	17598243	1.0	0.91	18	1	17623243
F1575	223.9617	3.26	1376	C6H4BBrF3	singleton	2.34	4.83	2015	2646216	1.0	0.73	199	1	2647311
F1579	189.1963	2.34	1380	C10H21NO	singleton	1.81	3.92	1510	5428489	1.0	0.87	124	1	5444177
F1583	189.9703	104.93	1383	C4H6ClNO2S	singleton	45.87	178.36	1511	55086332	0.9	0.89	3	1	56105799
F1586	224.0627	26.04	1384	C4H6N4O6	singleton	25.12	27.49	2023	2274297	1.0	0.97	263	1	2293306
F1587	190.0716	26.17	1385	C7H11NO5	singleton	24.99	27.49	1513	2596780	1.0	1.0	281	1	2626943
F1588	203.0064	416.93	1386	C7H4N2O4	singleton	402.75	441.88	1729	18212534	1.0	0.82	11	1	18521352
F1589	203.008	32.61	1387	C5H9O5P	singleton	31.43	34.18	1730	2710121	1.0	0.99	271	1	2754063
F1592	203.1028	329.74	1389	C8H14N2O4	singleton	328.16	331.32	1731	13802716	0.71	0.89	12	1	13867710
F1594	203.114	300.2	kp334_161.0802		M0,ACN	298.75	301.77	1732	20002884	1.0	0.83	259	1	20026884
F1595	203.1293	0.63	kp78_200.1155		13C/12C*2,M+H+	0.11	1.16	1733	3091538	1.0	0.97	620	1	3100542
F1599	190.1077	311.09	_singleton_1393	C8H15NO4	singleton	309.52	312.67	1518	9868783	0.83	0.95	5	1	9912421
F1602	190.9793	2.86	1396	C6H6ClNO2S	singleton	1.95	4.44	1522	4588347	0.83	0.79	283	1	4716747
F1604	191.0294	277.61	1397	C8H9ClS	singleton	276.04	279.19	1524	3054607	0.92	0.98	156	1	3089465
F1607	228.196	27.23	kp82_227.1886		M0,M+H+	26.04	28.41	2093	20755847	1.0	0.96	2105	1	20774847
F1608	228.196	28.54	_singleton_1400	C13H22O2	singleton	28.41	30.11	2093	5661207	1.0	0.79	714	1	5675207
F1612	191.0928	0.5	kp385_190.0853		M0,M+H+	0.11	1.16	1526	2999780	1.0	0.99	91	1	3008781
F1615	191.1291	0.76	kp37_190.1217		M0,M+H+	0.24	1.16	1529	7443520	1.0	0.88	2112	1	7451520
F1633	225.0608	26.17	1417	C7H10O7	singleton	25.12	27.23	2040	1469432	1.0	0.99	168	1	1486441
F1634	192.0869	362.7	1418	C7H10O5	singleton	359.94	364.67	1535	2289062	1.0	0.86	100	1	2339346
F1636	225.1112	26.44	_singleton_1420	C10H15N3O3	singleton	25.91	27.62	2042	813470	1.0	0.94	112	1	827475
F1651	192.1246	0.63	1436	C9H13N5	singleton	0.11	1.29	1539	985342	1.0	0.74	199	1	995346
F1652	192.1246	2.47	kp261_150.0905		M0,M+H+	1.95	3.78	1539	981045	1.0	0.87	136	1	996050
F1655	204.1233	274.59	_singleton_1437	C9H17NO4	singleton	273.02	276.17	1746	14276510	0.79	0.9	5	1	14297672
F1659	229.082	306.76	1441	C9H9NO5	singleton	305.19	308.34	2100	1995271	1.0	0.94	131	1	2020628
F1660	192.1596	46.92	kp84_191.1523		M0,M+H+	45.35	48.5	1543	25627340	1.0	0.98	410	1	25652340
F1661	192.1596	61.3	1442	C9H18O3	singleton	59.69	62.88	1543	4592872	0.95	0.79	69	1	4617872
F1664	192.9446	66.95	1443	C4HCl2N3O2	singleton	44.3	126.0	1544	38795982	0.96	0.76	4	1	39424404
F1666	192.9765	2.86	1444	C5H3BrFN	singleton	2.21	4.44	1546	2755500	1.0	0.79	257	1	2800887
F1668	204.2265	204.27	1399	C10H26N4	M(C13)+H[1+]	124.25	252.72	1749	108084889	1.0	0.71	178	1	109060257
F1669	192.9875	253.25	1445	C3H7O6P	singleton	251.67	254.69	1547	1796449	0.89	0.92	113	1	1837625
F1672	229.1548	251.01	1448	C11H20N2O3	singleton	249.44	252.59	2104	2155882	0.78	0.79	6	1	2201899
F1677	225.9911	3.39	1450	C7H7Cl2N3	singleton	2.21	4.7	2056	1785236	1.0	0.96	134	1	1831771
F1678	193.0974	139.34	1451	C10H9NO2	singleton	137.76	140.96	1549	2750933	0.76	0.98	30	1	2784071
F1679	193.1086	0.5	kp316_192.1009		M0,M+H+	0.11	1.03	1550	5317841	1.0	0.89	283	1	5325841
F1681	230.0553	133.65	1452	C6H8ClN7O	singleton	132.08	135.23	2110	4957219	1.0	0.99	319	1	5026836
F1682	230.1137	327.11	_singleton_1453	C9H13N3O3	singleton	325.54	328.69	2112	2391039	0.89	0.8	8	1	2429295
F1683	230.1137	332.37	1454	C9H13N3O3	singleton	330.79	333.94	2112	3166013	1.0	0.96	12	1	3193588
F1684	193.1447	0.63	_singleton_1455	C10H13N3	singleton	0.11	1.16	1553	3061976	1.0	0.97	557	1	3070980
F1685	193.1447	2.47	1456	C10H13N3	singleton	1.95	4.05	1553	1629775	1.0	0.78	212	1	1635280
F1692	194.0539	2.21	1459	C6H6N6O2	singleton	1.68	3.78	1559	2193118	1.0	0.89	336	1	2194918
F1696	226.084	32.61	_singleton_1462	C11H14O5	singleton	31.69	34.05	2064	1548836	1.0	0.99	163	1	1573269
F1703	231.1341	26.96	_singleton_1470	C10H16N2O3	singleton	25.91	28.14	2120	6316617	1.0	1.0	753	1	6363160
F1704	231.1341	296.39	1471	C10H16N2O3	singleton	286.01	320.29	2120	12465820	0.97	0.79	26	1	12733298
F1705	231.1565	373.47	1472	C8H18N6O2	singleton	368.74	386.99	2121	6458190	0.74	0.89	17	1	6598245
F1706	231.9931	41.8	_singleton_1473	C9H5Cl2NO	singleton	40.22	42.72	2122	2907223	1.0	0.95	45	1	2926573
F1707	231.9931	43.9	1474	C9H5Cl2NO	singleton	42.72	45.48	2122	3046843	1.0	0.89	34	1	3227352
F1708	226.1803	27.23	kp85_225.1729		M0,M+H+	26.17	28.54	2069	29322304	1.0	0.98	3113	1	29341304
F1710	205.0482	2.86	1475	C6H6F4O2	singleton	2.21	4.44	1757	4511588	0.71	0.79	12	1	4549240
F1720	232.0523	133.79	1485	C13H10ClNO	singleton	132.21	135.4	2124	1506104	1.0	0.97	106	1	1527350
F1721	205.1086	0.5	kp390_204.1009		M0,M+H+	0.24	1.03	1759	3651673	1.0	0.89	422	1	3658673
F1724	194.1095	249.7	_singleton_1487	C8H9BN2O2	singleton	248.13	249.18	1567	3235268	0.76	0.74	9	1	1394835
F1726	194.1095	253.12	_singleton_1489	C8H9BN2O2	singleton	252.06	253.9	1567	2496741	0.76	0.91	10	1	2452133
F1727	194.1095	254.56	_singleton_1490	C8H9BN2O2	singleton	253.9	255.22	1567	2106160	0.76	0.92	8	1	2264571
F1728	194.1095	257.22	_singleton_1491	C8H9BN2O2	singleton	255.65	257.88	1567	3622227	0.76	0.75	9	1	3669295
F1729	194.1095	258.54	_singleton_1492	C8H9BN2O2	singleton	257.88	259.59	1567	2737076	0.77	0.8	11	1	2694722
F1730	194.1095	261.82	_singleton_1493	C8H9BN2O2	singleton	260.24	262.87	1567	5146270	0.76	0.75	15	1	5071074
F1731	194.1095	264.05	_singleton_1494	C8H9BN2O2	singleton	262.87	264.18	1567	2493977	0.76	0.9	15	1	2503913
F1732	194.1095	266.32	_singleton_1495	C8H9BN2O2	singleton	265.4	267.24	1567	4949891	0.79	0.93	26	1	5188095
F1733	194.1095	268.68	_singleton_1496	C8H9BN2O2	singleton	267.24	269.21	1567	4345050	0.77	0.9	20	1	4400814
F1735	194.1095	271.7	_singleton_1498	C8H9BN2O2	singleton	271.05	272.49	1567	3875712	0.78	0.83	24	1	4009274
F1737	194.1095	276.56	_singleton_1500	C8H9BN2O2	singleton	274.98	277.35	1567	6896783	0.78	0.89	20	1	6920839
F1738	194.1095	278.14	_singleton_1501	C8H9BN2O2	singleton	277.35	279.45	1567	5994718	0.78	0.86	20	1	6143329
F1739	194.1095	283.52	1502	C8H9BN2O2	singleton	282.86	285.1	1567	2595521	0.76	0.85	3	1	2633061
F1740	232.1405	396.71	1503	C8H17N5O3	singleton	391.85	407.61	2128	7133493	1.0	0.73	108	1	7269252
F1743	232.1553	0.5	kp38_190.1217		M0,ACN	0.11	1.03	2129	1182049	1.0	0.88	238	1	1190050
F1745	232.1553	285.36	1504	C11H21NO4	singleton	283.26	289.3	2129	2722801	1.0	0.95	104	1	2769821
F1754	205.944	95.05	1505	C3H3BrN4O2	singleton	42.72	155.92	1762	50080398	0.88	0.84	4	1	50931974
F1755	227.064	281.02	_singleton_1506	C7H12N2O5	singleton	279.45	282.6	2077	3319342	0.78	0.87	17	1	3339297
F1756	227.064	293.89	1507	C7H12N2O5	singleton	292.32	295.47	2077	4435899	0.91	0.8	25	1	4468669
F1758	227.0698	410.36	kp377_185.0359		M0,ACN	401.57	462.89	2078	76756761	1.0	0.81	35	1	77190015
F1768	194.1259	273.02	_singleton_1516	C8H17N3O	singleton	271.7	274.2	1570	2550232	0.71	0.76	4	1	2671902
F1772	194.1259	281.55	1520	C8H17N3O	singleton	280.24	282.21	1570	2284776	0.71	0.85	4	1	2404777
F1793	233.1133	337.49	1540	C9H16N2O5	singleton	336.17	339.06	2134	1631745	0.71	0.94	32	1	1647454
F1796	194.1287	0.5	kp391_193.1215		M0,ACN	0.11	1.03	1571	10232175	1.0	0.9	134	1	10240175
F1802	228.0095	4.05	1547	C3H5N3O9	singleton	3.65	4.7	2087	572327	1.0	0.94	116	1	581331
F1806	206.1289	0.5	kp83_203.1158		13C/12C*2,M+H+	0.11	1.03	1772	5577522	1.0	0.93	1510	1	5585522
F1807	206.139	50.07	1550	C9H16O4	singleton	48.63	51.68	1773	3969854	1.0	0.99	73	1	4048948
F1810	233.9149	2.6	_singleton_1551	C4Cl4N2	singleton	2.34	4.18	2137	24466443	0.82	0.71	14	1	24888231
F1817	278.8618	363.49	1560	C6H4Cl4P2	singleton	359.42	366.24	2579	5970721	1.0	0.92	199	1	6023738
F1819	278.9033	259.98	102820		singleton	252.2	267.11	2580	8869642	1.0	0.95	54	1	9000832
F1821	251.1393	288.9	1561	C13H18N2O3	singleton	278.66	293.11	2335	7000338	1.0	0.89	114	1	7123774
F1822	234.0285	334.6	_singleton_1562	C11H10N2S2	singleton	326.33	340.38	2143	5990221	1.0	0.88	114	1	6098196
F1826	279.1226	28.54	kp89_278.1153		M0,M+H+	27.09	29.46	2585	3263139	1.0	0.95	332	1	3288565
F1829	279.1454	29.33	1567	C13H18N4O3	singleton	28.8	30.64	2586	2220783	1.0	0.94	313	1	2255521
F1833	279.2321	26.31	_singleton_1568	C18H30O2	singleton	25.78	27.88	2589	1103410	1.0	0.8	135	1	1120417
F1834	234.16	0.63	1570	C13H16N2O	singleton	0.11	1.16	2146	3248828	1.0	0.99	651	1	3257831
F1835	207.0437	3.26	1571	C6H7NO4S	singleton	2.34	4.57	1779	1560046	0.88	0.76	31	1	1610247
F1839	280.1148	37.99	1574	C9H14N2O7	singleton	37.07	39.44	2593	1921975	1.0	0.95	179	1	1959832
F1840	280.1695	42.19	1575	C19H19N	singleton	40.62	43.77	2594	5636872	1.0	0.93	354	1	5621289
F1841	234.9295	360.33	_singleton_1576	C6H6BrNO2S	singleton	358.76	361.91	2149	2507510	0.79	0.98	35	1	2520143
F1842	234.9295	364.54	1577	C6H6BrNO2S	singleton	362.96	366.11	2149	3295660	0.85	0.89	45	1	3371066
F1853	207.1603	2.47	1585	C11H15N3	singleton	1.95	3.65	1785	1107416	1.0	0.96	136	1	1121420
F1854	235.1187	0.37	1586	C11H22OS2	singleton	0.11	0.9	2153	992616	1.0	0.85	103	1	1084058
F1855	280.9662	41.67	_singleton_1587	C8H12Cl4O2	singleton	40.62	42.33	2598	1207962	1.0	0.96	169	1	1231436
F1856	280.9662	43.11	1588	C8H12Cl4O2	singleton	42.46	44.16	2598	1311755	1.0	0.9	183	1	1297545
F1861	281.1174	26.57	kp92_280.1097		M0,M+H+	25.39	28.01	2601	8023307	1.0	1.0	892	1	8044315
F1863	281.1384	28.8	kp93_280.1311		M0,M+H+	27.23	30.38	2604	326685894	1.0	0.98	30528	1	326710894
F1867	252.1342	0.37	1591	C12H14N2O3	singleton	0.11	0.9	2347	1123055	1.0	0.86	245	1	1229765
F1870	235.9131	3.13	_singleton_1593	C6H5BrO3S	singleton	2.34	4.7	2157	25222543	0.83	0.91	15	1	25623271
F1875	235.9888	42.19	kp394_234.9815		M0,M+H+	40.62	43.77	2159	34622367	0.86	0.85	17	1	34647367
F1879	282.1198	239.07	1600	C11H15N5O4	singleton	237.49	240.64	2611	6878017	0.93	0.98	352	1	6905687
F1882	208.1544	58.51	1602	C9H19NO3	singleton	56.93	60.08	1795	5293797	1.0	0.99	54	1	5347027
F1883	236.0322	3.0	_singleton_1603	C8H8ClNO4	singleton	2.34	4.31	2161	1791942	0.93	0.84	8	1	1815222
F1884	236.0322	4.83	1604	C8H8ClNO4	singleton	4.31	6.18	2161	1556955	0.84	0.77	8	1	1571777
F1885	252.1442	324.88	kp95_251.137		M0,M+H+	314.25	335.52	2348	315718814	1.0	0.96	70	1	315881814
F1888	236.1395	0.63	1605	C12H14N2O2	singleton	0.11	1.03	2164	2935039	1.0	0.95	612	1	3062660
F1891	252.2184	488.75	_singleton_1606	C13H25N5	singleton	441.09	490.59	2353	19968417	0.79	0.92	3	1	20354112
F1892	252.2184	499.39	1607	C13H25N5	singleton	490.59	501.1	2353	28524315	0.76	0.94	3	1	8721157
F1895	252.9775	362.04	kp389_229.9884		M0,Na/H	360.47	363.62	2354	7076224	1.0	0.98	413	1	7184843
F1899	283.1662	293.24	1610	C17H24O2	singleton	291.66	294.81	2620	2372035	0.76	0.97	124	1	2397971
F1900	236.9473	361.25	kp395_235.9401		M0,M+H+	359.68	362.7	2171	6158898	0.88	0.97	98	1	6182915
F1906	236.9866	43.9	kp458_472.4617		M0,M+H+, 2x charged	43.64	45.48	2174	1167488	0.75	0.77	70	1	1316729
F1912	253.0218	60.64	_singleton_1616	C10H7NO7	singleton	60.22	61.17	2356	1289695	0.8	0.88	38	1	1297698
F1928	253.0795	267.37	1632	C9H14N2O5	singleton	261.29	271.05	2358	4770414	1.0	0.97	13	1	4869885
F1935	253.1242	47.18	1638	C10H16N6S	singleton	46.0	48.5	2359	2573269	1.0	0.96	301	1	2593277
F1936	284.2698	2.47	kp410_242.236		M0,ACN	1.81	4.05	2628	1814139	1.0	0.81	230	1	1803512
F1940	285.0381	278.14	1641	C13H10O6	singleton	276.56	279.71	2630	5568356	1.0	0.92	309	1	5637174
F1944	285.1421	35.1	1644	C17H20N2S	singleton	33.79	36.68	2631	1621985	1.0	0.94	167	1	1644993
F1945	237.1025	29.72	1645	C15H12N2O	singleton	28.93	31.3	2176	4983016	1.0	0.96	560	1	5027774
F1946	285.1597	31.3	_singleton_1646	C15H19N5O	singleton	30.25	32.87	2632	1777478	1.0	0.91	220	1	1798486
F1948	253.1801	26.83	1649	C15H22O2	singleton	25.78	28.01	2363	1971789	1.0	0.97	196	1	1989798
F1950	286.1437	27.75	1650	C17H19NO3	singleton	26.44	28.28	2636	1226822	1.0	0.88	186	1	1241828
F1951	286.1511	306.5	_singleton_1651	C10H21NO7	singleton	304.92	307.16	2637	1539955	0.77	0.86	11	1	1563984
F1952	286.1511	309.12	1652	C10H21NO7	singleton	307.55	310.7	2637	6381000	1.0	0.96	43	1	6459673
F1957	237.1851	26.83	1655	C15H24O2		25.91	27.75	2179	1938788	1.0	0.97	215	1	1953794
F1958	287.0335	278.14	1656	C10H11Cl2N5O	singleton	276.56	279.71	2642	2016509	1.0	0.94	112	1	2065972
F1962	209.1399	0.76	kp31_208.1326		M0,M+H+	0.11	1.03	1807	5934362	1.0	0.8	595	1	5942362
F1964	209.1537	27.23	1402	C13H18O		26.17	28.14	1808	12655902	1.0	0.98	1369	1	12671902
F1965	253.2387	2.34	1661	C14H25N3	singleton	1.81	3.65	2366	2946752	1.0	0.91	26	1	2925108
F1973	237.9114	3.26	1665	C5H6Cl4O2	singleton	1.68	4.83	2182	6926397	1.0	0.9	22	1	6983347
F1974	253.974	362.17	1666	C8H7BrClF	singleton	360.6	363.75	2369	4629240	0.81	0.98	228	1	4685399
F1975	237.9454	362.57	kp397_236.9375		M0,M+H+	359.15	367.82	2183	5283036	1.0	0.91	36	1	5351815
F1980	237.9841	42.19	kp398_236.9768		M0,M+H+	40.62	43.64	2186	14377610	0.84	0.89	16	1	14401610
F1982	254.115	64.19	kp99_253.1078		M0,M+H+	62.61	65.76	2373	23939517	1.0	0.97	1423	1	23964517
F1984	288.1814	26.96	1670	C15H19N5	singleton	25.91	28.28	2651	2119106	1.0	0.96	185	1	2151437
F1986	254.1493	0.63	_singleton_1672	C12H16N2O3	singleton	0.24	1.16	2374	2401114	1.0	0.93	506	1	2531008
F1987	254.1493	324.09	_singleton_1673	C12H16N2O3	singleton	320.42	329.08	2374	3314484	0.97	0.97	52	1	3378900
F1992	289.0071	43.9	1677	C8H5F7O2	singleton	44.03	45.48	2655	27191814	0.81	0.77	11	1	15645221
F1993	238.0274	1.95	_singleton_1678	C4H11Cl2N2O2P	singleton	1.03	2.34	2188	19287446	1.0	0.72	10	1	19298446
F2001	238.1075	329.87	_singleton_1682	C12H15NO4	singleton	328.3	331.45	2190	8797776	1.0	0.96	555	1	8895843
F2002	238.1075	337.09	1683	C12H15NO4	singleton	336.17	338.14	2190	1985931	0.82	0.98	45	1	2065596
F2003	255.1591	26.83	1684	C14H20O3	singleton	25.65	28.01	2384	1880843	1.0	0.95	151	1	1899852
F2005	210.0426	3.0	1686	C9H5ClN2O	singleton	2.08	4.57	1818	1491468	1.0	0.74	119	1	1541432
F2006	210.0759	307.55	1687	C10H11NO4	singleton	306.1	309.78	1819	2577572	1.0	0.84	98	1	2614872
F2007	255.1705	229.61	_singleton_1688	C13H20N2O2	singleton	128.76	245.89	2385	44633237	1.0	0.78	14	1	45509812
F2010	210.0974	309.12	1691	C7H12O6	singleton	307.55	310.7	1820	10913848	1.0	0.98	156	1	11023663
F2013	289.9743	41.67	1694	C6H4BrF3N2O2	singleton	40.75	42.33	2664	925676	1.0	0.9	131	1	1005038
F2015	238.1287	296.78	1319	C10H12N4O2	singleton	283.26	303.35	2192	14163041	1.0	0.88	25	1	14317099
F2016	290.0081	42.19	1695	C10H7Cl2N3O2	singleton	40.62	43.77	2665	4748077	0.88	0.89	12	1	4838503
F2017	255.9639	41.8	kp457_472.4617		M0,K/H, 2x charged	40.22	42.46	2389	1140039	1.0	0.86	119	1	1176197
F2020	210.1237	310.96	1697	C10H12N2O2	singleton	309.52	312.54	1822	2376520	0.8	0.74	10	1	2400520
F2025	290.1752	113.67	kp100_289.168		M0,M+H+	112.1	115.25	2669	9584815	1.0	1.0	616	1	9571697
F2026	238.1552	0.5	1701	C14H22O3	singleton	0.11	1.16	2194	2500709	1.0	0.99	501	1	2509713
F2036	291.2531	27.88	1708	C16H32O3	singleton	26.44	28.54	2675	2967366	1.0	0.98	308	1	2996996
F2042	238.9429	363.22	kp401_237.9356		M0,M+H+	358.5	367.69	2198	5345536	1.0	0.92	128	1	5428418
F2043	256.0817	251.67	1713	C11H14NO6	singleton	250.1	253.25	2394	2222930	1.0	0.85	11	1	2307645
F2044	239.0103	2.21	1679	C4H11Cl2N2O2P	singleton	1.68	3.26	2200	1582615	1.0	0.92	235	1	1553360
F2049	256.1177	302.82	kp101_255.1106		M0,M+H+	301.25	304.4	2396	18130457	0.96	0.97	30	1	18166629
F2053	239.0793	32.74	kp102_197.0455		M0,ACN	31.43	34.32	2204	14847027	1.0	0.98	1630	1	14870027
F2055	316.212	29.72	1728	C17H22N4O	singleton	28.8	31.3	2826	6905890	1.0	0.99	681	1	7014013
F2056	239.1062	265.1	kp402_238.0989		M0,M+H+	263.53	266.71	2205	7386272	0.79	0.96	13	1	7448661
F2059	293.0016	43.64	kp91_250.9674		M0,ACN	42.72	44.95	2681	30402721	0.92	0.84	20	1	30420721
F2064	293.1741	0.5	1733	C17H22O3	singleton	0.11	1.16	2684	36396184	1.0	0.98	4391	1	36405184
F2066	293.8961	87.43	1735	C6F5I	singleton	69.83	115.55	2685	22494614	0.98	0.81	6	1	22856272
F2075	256.1695	40.49	1744	C17H21NO	singleton	38.91	42.06	2399	4872131	1.0	0.98	7	1	4912866
F2079	317.0128	409.31	1747	C17H10Cl2O2	singleton	403.53	432.95	2830	10855216	1.0	0.71	42	1	11080881
F2080	239.1644	26.83	1748	C14H20O2	singleton	26.04	27.88	2209	996125	1.0	0.96	111	1	1011129
F2086	317.1596	40.09	1749	C15H24O7	singleton	38.91	41.54	2833	1684198	1.0	0.98	144	1	1705206
F2088	294.1549	26.83	1750	C12H21NO6	singleton	26.04	27.88	2690	2041297	1.0	0.99	242	1	2056305
F2089	318.1911	26.57	1751	C13H23N4O4	singleton	25.52	28.14	2835	4572945	1.0	0.9	390	1	4616266
F2091	319.1613	328.82	1753	C15H21F3N2O2	singleton	327.25	330.4	2837	3284692	1.0	0.96	210	1	3328923
F2093	319.1864	26.31	1755	C14H24N2O5	singleton	25.78	26.96	2838	621445	1.0	0.98	116	1	644154
F2098	295.1176	28.54	1757	C16H16F3NO	singleton	27.23	29.98	2699	30797505	1.0	0.99	2923	1	30819505
F2099	320.2069	27.88	1758	C15H26O6	singleton	26.44	28.41	2841	1884834	1.0	0.92	259	1	1875652
F2100	240.0051	2.73	kp103_197.9712		M0,ACN	1.95	4.18	2215	1883762	1.0	0.71	13	1	1898392
F2101	295.1806	63.79	1759	C11H23N3O3S	singleton	62.22	65.11	2701	2037342	0.9	0.91	134	1	2081529
F2102	321.2577	157.36	1760	C16H34N2OS	singleton	155.78	158.94	2842	3379326	1.0	1.0	255	1	3439560
F2103	295.227	26.7	1761	C18H30O3	singleton	25.78	27.88	2702	1062142	1.0	0.96	120	1	1111810
F2107	321.9806	481.27	_singleton_1764	C11H14Br2	singleton	453.69	488.49	2843	21930030	0.92	0.72	7	1	22189471
F2110	322.0778	26.04	kp393_280.044		M0,ACN	24.6	27.36	2844	13195092	1.0	0.98	1316	1	13217092
F2112	296.306	2.47	kp399_254.2722		M0,ACN	1.95	3.52	2705	1318246	0.73	0.95	162	1	1331252
F2115	322.1861	27.36	1767	C14H25NO6	singleton	26.44	28.14	2846	1488368	1.0	0.99	191	1	1526310
F2118	240.1595	140.26	1768	C13H18O3	singleton	138.68	141.87	2223	3990540	1.0	0.99	241	1	4043391
F2120	297.0825	26.04	1770	C14H14ClNOS	singleton	24.73	27.62	2707	8625275	1.0	1.0	846	1	8666431
F2121	322.8477	3.26	1771	C7H4Br2F2O	singleton	2.34	4.83	2847	1969365	0.72	0.88	5	1	2003825
F2124	258.0285	335.91	1774	C7H6F8O	singleton	323.31	341.82	2411	8474880	1.0	0.91	152	1	8625669
F2125	297.2421	26.44	1775	C18H32O3	singleton	25.78	27.75	2710	1329481	1.0	0.98	151	1	1354786
F2126	323.0776	25.91	1776	C15H12O7	singleton	24.47	27.36	2849	2349776	1.0	0.99	242	1	2372783
F2128	324.0747	26.17	1778	C11H14O8S	singleton	24.73	26.96	2852	1235269	1.0	0.93	130	1	1269358
F2129	258.0585	31.95	1779	C6H12N2O4S2	singleton	30.9	33.53	2413	3980413	1.0	0.99	404	1	4001423
F2131	258.1101	326.98	1781	C12H18O6	singleton	325.41	328.56	2414	7799529	0.84	0.98	201	1	7825520
F2132	240.2184	497.03	1782	C12H25N5	singleton	475.36	510.03	2228	22169982	1.0	0.92	143	1	22439767
F2133	324.1375	31.56	1783	C13H12F2N6O	singleton	30.64	33.13	2854	1445642	1.0	0.88	142	1	1482713
F2135	298.0832	26.17	1785	C17H14O5	singleton	24.99	27.75	2714	2022722	1.0	0.8	163	1	2089800
F2136	298.3465	41.54	1786	C20H40	singleton	39.96	42.19	2716	1265736	1.0	0.93	103	1	1346070
F2137	258.1702	26.96	1787	C13H23NO4	singleton	25.91	28.14	2416	3020010	1.0	0.99	336	1	3038015
F2139	258.2066	26.83	1789	C14H27NO3	singleton	26.04	27.75	2417	910061	1.0	0.99	111	1	924067
F2140	324.846	3.13	_singleton_1790	C7H5BrCl2O2S	singleton	2.21	4.7	2856	2497017	0.89	0.77	4	1	2528921
F2145	258.9295	364.54	kp396_235.9401		M0,Na/H	362.96	366.11	2418	7692115	0.77	0.9	10	1	7776542
F2150	299.0618	25.91	1796	C16H13NO3S	singleton	24.6	27.36	2718	1909848	1.0	0.99	190	1	1931860
F2155	325.171	47.84	kp104_324.1637		M0,M+H+	46.53	49.42	2858	14228178	1.0	0.99	1309	1	14251178
F2157	259.0166	0.63	1800	C6H8N2O8	singleton	0.11	1.29	2420	1865584	1.0	0.92	375	1	1875586
F2158	326.1712	313.59	1801	C15H20N2O5	singleton	312.01	315.16	2859	2787569	1.0	0.96	157	1	2851710
F2163	326.92	1.42	1804	C13H8BrCl2N	singleton	0.37	1.95	2862	202190802	1.0	0.92	48247	1	202203802
F2165	327.2527	25.91	_singleton_1806	C19H32O3	singleton	24.86	27.23	2867	1164616	1.0	0.96	113	1	1202364
F2166	327.2527	29.06	1807	C19H32O3	singleton	27.49	30.38	2867	4887486	1.0	0.98	546	1	4891593
F2167	327.3371	114.85	kp105_326.3299		M0,M+H+	113.28	116.47	2868	49146433	0.77	0.97	6	1	55320284
F2168	327.9182	1.42	1808	C11H12BrCl3	singleton	0.5	2.08	2869	146295476	1.0	0.97	36210	1	146308476
F2174	327.9415	362.17	_singleton_1812	C10H6Cl3N3O2	singleton	360.6	363.75	2870	9921402	1.0	0.95	45	1	10012801
F2175	327.9415	370.31	1813	C10H6Cl3N3O2	singleton	368.74	371.89	2870	3896950	0.74	0.88	19	1	3934632
F2176	327.9936	42.72	1814	C7H13Cl2O5PS	singleton	41.14	44.3	2872	5113258	1.0	0.84	267	1	5222623
F2177	260.1503	0.63	1815	C13H14N4O	singleton	0.11	1.03	2429	2287495	1.0	0.94	311	1	2380172
F2179	260.1647	57.98	kp108_259.1572		M0,M+H+	56.41	59.56	2430	11813297	1.0	0.99	811	1	11895209
F2181	299.9865	410.1	1816	C11H7BrO4	singleton	403.53	444.24	2723	16185410	1.0	0.77	40	1	16481852
F2182	328.198	292.71	_singleton_1817	C16H24NO5	singleton	291.14	294.29	2875	8707695	1.0	0.97	458	1	8802765
F2183	328.198	299.41	1818	C16H24NO5	singleton	297.83	300.98	2875	4057485	0.95	0.93	83	1	4127131
F2184	328.2482	26.44	1819	C18H33NO4	singleton	25.78	27.49	2876	915281	1.0	0.97	126	1	929285
