id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F3500	612.9594	3.0	2.34	4.57	3744	1651622	1.0	0.75	113	1	1683264
F3502	243.0255	1.29	0.9	1.81	4015	989125	1.0	0.88	7	1	997127
F3503	614.1811	25.52	24.6	26.96	3747	4765416	1.0	0.99	565	1	4806013
F3504	278.9707	42.72	41.14	44.16	4017	4460420	1.0	0.85	308	1	4636654
F3506	614.572	25.39	24.6	26.96	3748	27432533	1.0	0.94	3819	1	27451533
F3507	343.9342	1.68	1.03	1.95	4018	28464250	1.0	0.78	802	1	28472250
F3510	615.3464	26.83	26.04	28.01	3751	7538580	1.0	0.95	1036	1	7554580
F3511	615.5762	25.39	24.86	26.57	3752	11118567	1.0	0.85	1593	1	11132567
F3513	615.8926	41.93	40.36	43.51	3754	7913245	1.0	0.98	596	1	7972665
F3514	616.5809	25.39	24.6	26.7	3755	2189917	1.0	0.88	4	1	2205758
F3517	619.5274	25.39	24.47	26.96	3759	44012474	1.0	0.93	4877	1	44032474
F3542	620.3019	281.02	275.64	287.46	3763	5557015	1.0	0.87	120	1	5654580
F3543	620.5308	25.65	24.73	26.96	3764	16999371	1.0	0.89	1858	1	17017371
F3544	620.5308	27.23	26.96	27.62	3764	667964	0.91	0.86	189	1	673964
F3545	620.8846	249.83	229.48	264.84	3765	12685911	1.0	0.82	56	1	12961512
F3546	621.3106	25.78	25.39	26.44	3767	9526067	0.75	0.75	1693	1	9535067
F3547	621.5342	25.52	24.47	27.09	3768	3331384	1.0	0.97	392	1	3364252
F3548	622.3141	25.65	24.47	27.23	3769	4746624	1.0	0.99	533	1	4783421
F3550	623.6845	1.29	1.16	1.95	3771	21954659	1.0	0.82	6479	1	21961659
F3553	625.5403	26.44	25.26	27.62	3774	3006227	1.0	0.97	314	1	3041802
F3557	625.9784	116.99	97.45	122.68	3776	30078094	1.0	0.85	9	1	13711386
F3558	625.9784	135.93	122.68	156.97	3776	16651724	1.0	0.9	8	1	16906312
F3559	626.2161	25.52	24.47	26.96	3777	4345577	1.0	0.99	485	1	4377956
F3563	627.2168	25.52	25.12	26.57	3778	1382615	1.0	0.84	176	1	1394620
F3564	628.1948	26.04	25.12	27.23	3779	46771145	1.0	0.98	5286	1	46788145
F3565	628.5504	25.26	24.6	26.7	3780	5820230	1.0	0.9	673	1	5931002
F3566	629.1954	25.78	25.12	26.96	3781	25719981	1.0	0.94	3371	1	25734981
F3567	629.5534	25.91	24.86	26.44	3782	2007761	1.0	0.89	264	1	2050093
F3568	630.1932	25.78	24.86	26.44	3783	16729605	1.0	0.96	2383	1	16742605
F3569	631.1933	25.52	24.99	26.96	3784	4840075	1.0	0.79	582	1	4830875
F3570	632.9196	42.19	41.01	42.98	3786	1599338	1.0	0.94	182	1	1632299
F3571	633.507	25.52	24.6	26.83	3787	6175481	1.0	0.99	623	1	6211331
F3572	635.5013	25.39	24.6	26.17	3788	27024043	1.0	0.91	3632	1	27037043
F3583	636.5048	25.78	24.73	26.31	3790	12081543	1.0	0.9	1495	1	12094543
F3586	666.4647	25.39	24.07	26.96	4029	6248995	1.0	0.93	10	1	6340438
